Date,District/City,Minimum Rate,Maximum Rate,Average Rate
2/23/2024,Faqirwali,4620,4880,4750
2/23/2024,Fazil Pur,4660,4680,4670
2/23/2024,Fortabbas,4650,4900,4775
2/23/2024,Gujranwala,4620,4660,4640
2/23/2024,Haroonabad,4800,4950,4875
2/23/2024,Hasilpur,4560,4700,4630
2/23/2024,Islamabad,4460,4970,4715
2/23/2024,Kahror Pakka,4700,4700,4700
2/23/2024,Khanpur,4580,4700,4640
2/23/2024,khanewal,4700,4740,4720
2/23/2024,Layyah,4580,4950,4765
2/23/2024,Lahore,4690,4760,4725
2/23/2024,Lodhran,4580,5020,4800
2/23/2024,Multan,4760,4790,4775
2/23/2024,Mianwali,4400,4660,4530
2/23/2024,Mian Channu,4500,4840,4670
2/23/2024,Minchanabad,4860,4940,4900
2/23/2024,Muzaffargarh,4470,4950,4710
2/23/2024,Okara,4460,4710,4585
2/23/2024,Pakpattan Sharif,4590,4940,4765
2/23/2024,Rahim Yar Khan,4440,4460,4450
2/23/2024,Rajanpur,4550,4630,4590
2/23/2024,Rawalpindi,4590,5090,4840
2/23/2024,Sadiqabad,4510,4530,4520
2/23/2024,Sargodha,4790,4820,4805
2/23/2024,Sheikhupura,4410,4720,4565
2/23/2024,Vehari,4540,4910,4725
2/23/2024,Naushahro Feroze,4750,5100,4925
2/23/2024,Shikarpur,4620,4850,4735
2/23/2024,Sukkur,4910,5000,4955
2/23/2024,Dadu,4460,4770,4615
2/23/2024,Hyderabad,4850,4870,4860
2/23/2024,Ghotki,4720,4800,4760
2/23/2024,Jhuddo,4990,5030,5010
2/23/2024,Karachi,4620,5000,4810
2/23/2024,Kunri,4680,4970,4825
2/23/2024,Larkana,4730,5010,4870
2/23/2024,Mehrabpur,4740,4760,4750
2/23/2024,Mirpur Khas,4500,4940,4720
2/23/2024,Nawab Shah,4980,5000,4990
2/23/2024,Sakrand,4450,4540,4495
2/23/2024,Sanghar,4410,4720,4565
2/23/2024,ShahdadPur,4580,4920,4750
2/23/2024,Tando Allah Yar,4670,4800,4735
2/23/2024,Tando Muhammad Khan,4440,4830,4635
2/23/2024,Sibi,4770,4780,4775
2/23/2024,Quetta,4750,4900,4825
2/23/2024,Bara,4790,4910,4850
2/23/2024,Landi Kotal,4820,5100,4960
2/24/2024,Bunner,4630,4890,4760
2/24/2024,Mardan,4470,4600,4535
2/24/2024,Peshawar,4450,4880,4665
2/24/2024,Arifwala,4600,4690,4645
2/24/2024,Chowk Azam,4580,4940,4760
2/24/2024,Pattoki,4600,5040,4820
2/24/2024,Sahiwal,4550,4680,4615
2/24/2024,Gojra,4850,5020,4935
2/24/2024,Kamalia,4770,5030,4900
2/24/2024,Kasur,4910,5060,4985
2/24/2024,Shorkot,4820,4870,4845
2/24/2024,Sialkot,4960,4980,4970
2/24/2024,Ali Pur,4620,4750,4685
2/24/2024,AhmadPur Sharqia,4570,4670,4620
2/24/2024,Bahawalnagar,4570,5050,4810
2/24/2024,Bahawalpur,4790,4810,4800
2/24/2024,Bhakkar,4580,4890,4735
2/24/2024,Burewala,4600,5050,4825
2/24/2024,Chichawatni,4660,4710,4685
2/24/2024,Chishtian,4600,4690,4645
2/24/2024,Chakwal,4510,4860,4685
2/24/2024,Chowk Munda,4650,4670,4660
2/24/2024,Dera Ghazi Khan,4670,5080,4875
2/24/2024,Dunga Bunga,4700,4730,4715
2/24/2024,Faisalabad,4620,4700,4660
2/24/2024,Faqirwali,4810,4940,4875
2/24/2024,Fazil Pur,4680,5050,4865
2/24/2024,Fortabbas,4800,5060,4930
2/24/2024,Gujranwala,4400,5020,4710
2/24/2024,Haroonabad,4670,4900,4785
2/24/2024,Hasilpur,4600,4700,4650
2/24/2024,Islamabad,4470,4700,4585
2/24/2024,Kahror Pakka,4410,4420,4415
2/24/2024,Khanpur,4430,4520,4475
2/24/2024,khanewal,4650,5050,4850
2/24/2024,Layyah,4780,4970,4875
2/24/2024,Lahore,5040,5060,5050
2/24/2024,Lodhran,4780,4820,4800
2/24/2024,Multan,4860,4870,4865
2/24/2024,Mianwali,4650,4700,4675
2/24/2024,Mian Channu,4420,4520,4470
2/24/2024,Minchanabad,4530,5100,4815
2/24/2024,Muzaffargarh,4890,4980,4935
2/24/2024,Okara,4520,4750,4635
2/24/2024,Pakpattan Sharif,4750,4760,4755
2/24/2024,Rahim Yar Khan,4670,4770,4720
2/24/2024,Rajanpur,4680,5020,4850
2/24/2024,Rawalpindi,4450,4830,4640
2/24/2024,Sadiqabad,4660,5010,4835
2/24/2024,Sargodha,4640,4850,4745
2/24/2024,Sheikhupura,4550,4650,4600
2/24/2024,Vehari,4750,4950,4850
2/24/2024,Naushahro Feroze,4470,4710,4590
2/24/2024,Shikarpur,4670,4700,4685
2/24/2024,Sukkur,4690,4790,4740
2/24/2024,Dadu,4560,5050,4805
2/24/2024,Hyderabad,4460,4520,4490
2/24/2024,Ghotki,4570,5010,4790
2/24/2024,Jhuddo,4660,4710,4685
2/24/2024,Karachi,4440,5040,4740
2/24/2024,Kunri,4830,5040,4935
2/24/2024,Larkana,4540,5040,4790
2/24/2024,Mehrabpur,4400,4700,4550
2/24/2024,Mirpur Khas,4600,5040,4820
2/24/2024,Nawab Shah,4970,5000,4985
2/24/2024,Sakrand,4600,5100,4850
2/24/2024,Sanghar,4780,4980,4880
2/24/2024,ShahdadPur,4480,5070,4775
2/24/2024,Tando Allah Yar,4620,4700,4660
2/24/2024,Tando Muhammad Khan,4410,4840,4625
2/24/2024,Sibi,4490,4780,4635
2/24/2024,Quetta,4860,4910,4885
2/24/2024,Bara,4700,4760,4730
2/24/2024,Landi Kotal,4410,4990,4700
2/25/2024,Bunner,4920,5050,4985
2/25/2024,Mardan,4700,5000,4850
2/25/2024,Peshawar,4870,4880,4875
2/25/2024,Arifwala,4800,4890,4845
2/25/2024,Chowk Azam,5040,5050,5045
2/25/2024,Pattoki,4410,4700,4555
2/25/2024,Sahiwal,4670,4800,4735
2/25/2024,Gojra,4420,5040,4730
2/25/2024,Kamalia,4580,5060,4820
2/25/2024,Kasur,4420,4900,4660
2/25/2024,Shorkot,4910,5060,4985
2/25/2024,Sialkot,4750,4790,4770
2/25/2024,Ali Pur,4630,4870,4750
2/25/2024,AhmadPur Sharqia,4740,5100,4920
2/25/2024,Bahawalnagar,4990,5050,5020
2/25/2024,Bahawalpur,4550,4580,4565
2/25/2024,Bhakkar,4500,5000,4750
2/25/2024,Burewala,4700,4700,4700
2/25/2024,Chichawatni,4480,4540,4510
2/25/2024,Chishtian,4640,5060,4850
2/25/2024,Chakwal,4580,4670,4625
2/25/2024,Chowk Munda,4600,4760,4680
2/25/2024,Dera Ghazi Khan,4740,4940,4840
2/25/2024,Dunga Bunga,4960,5030,4995
2/25/2024,Faisalabad,4460,5000,4730
2/25/2024,Faqirwali,4570,4770,4670
2/25/2024,Fazil Pur,4700,4750,4725
2/25/2024,Fortabbas,4540,4690,4615
2/25/2024,Gujranwala,4450,5040,4745
2/25/2024,Haroonabad,4790,4970,4880
2/25/2024,Hasilpur,4630,4650,4640
2/25/2024,Islamabad,4540,4950,4745
2/25/2024,Kahror Pakka,4480,4900,4690
2/25/2024,Khanpur,4760,4870,4815
2/25/2024,khanewal,4650,5040,4845
2/25/2024,Layyah,4540,4950,4745
2/25/2024,Lahore,4680,4900,4790
2/25/2024,Lodhran,4520,4560,4540
2/25/2024,Multan,4520,4640,4580
2/25/2024,Mianwali,4450,5020,4735
2/25/2024,Mian Channu,4650,4770,4710
2/25/2024,Minchanabad,4560,4850,4705
2/25/2024,Muzaffargarh,5030,5050,5040
2/25/2024,Okara,4650,5070,4860
2/25/2024,Pakpattan Sharif,4640,4970,4805
2/25/2024,Rahim Yar Khan,4510,5050,4780
2/25/2024,Rajanpur,4610,4830,4720
2/25/2024,Rawalpindi,4400,5110,4755
2/25/2024,Sadiqabad,4470,4750,4610
2/25/2024,Sargodha,4500,4860,4680
2/25/2024,Sheikhupura,4600,4690,4645
2/25/2024,Vehari,4720,4820,4770
2/25/2024,Naushahro Feroze,4680,4700,4690
2/25/2024,Shikarpur,4480,5090,4785
2/25/2024,Sukkur,4430,4760,4595
2/25/2024,Dadu,4490,4500,4495
2/25/2024,Hyderabad,4440,4570,4505
2/25/2024,Ghotki,4660,4930,4795
2/25/2024,Jhuddo,4470,4910,4690
2/25/2024,Karachi,4640,5010,4825
2/25/2024,Kunri,4420,4910,4665
2/25/2024,Larkana,4470,4650,4560
2/25/2024,Mehrabpur,4730,5100,4915
2/25/2024,Mirpur Khas,4590,5050,4820
2/25/2024,Nawab Shah,4750,5070,4910
2/25/2024,Sakrand,4600,4820,4710
2/25/2024,Sanghar,4720,5010,4865
2/25/2024,ShahdadPur,4550,4900,4725
2/25/2024,Tando Allah Yar,4470,4720,4595
2/25/2024,Tando Muhammad Khan,4700,5010,4855
2/25/2024,Sibi,4740,4870,4805
2/25/2024,Quetta,4720,4790,4755
2/25/2024,Bara,4570,4950,4760
2/25/2024,Landi Kotal,4700,5090,4895
2/26/2024,Bunner,4760,4850,4805
2/26/2024,Mardan,4850,5020,4935
2/26/2024,Peshawar,4500,4900,4700
2/26/2024,Arifwala,4700,4720,4710
2/26/2024,Chowk Azam,4500,4680,4590
2/26/2024,Pattoki,4610,5030,4820
2/26/2024,Sahiwal,4470,4850,4660
2/26/2024,Gojra,4520,4560,4540
2/26/2024,Kamalia,4680,4950,4815
2/26/2024,Kasur,4580,4680,4630
2/26/2024,Shorkot,4800,4990,4895
2/26/2024,Sialkot,4670,4800,4735
2/26/2024,Ali Pur,4640,4780,4710
2/26/2024,AhmadPur Sharqia,4600,4700,4650
2/26/2024,Bahawalnagar,4700,4750,4725
2/26/2024,Bahawalpur,4800,5050,4925
2/26/2024,Bhakkar,5090,5110,5100
2/26/2024,Burewala,4500,4680,4590
2/26/2024,Chichawatni,4650,4820,4735
2/26/2024,Chishtian,4850,5070,4960
2/26/2024,Chakwal,4630,4930,4780
2/26/2024,Chowk Munda,4520,4930,4725
2/26/2024,Dera Ghazi Khan,4620,4790,4705
2/26/2024,Dunga Bunga,4680,4720,4700
2/26/2024,Faisalabad,4630,5000,4815
2/26/2024,Faqirwali,4490,4940,4715
2/26/2024,Fazil Pur,4480,4490,4485
2/26/2024,Fortabbas,4730,4900,4815
2/26/2024,Gujranwala,4420,4610,4515
2/26/2024,Haroonabad,4610,4670,4640
2/26/2024,Hasilpur,4600,4750,4675
2/26/2024,Islamabad,4410,4900,4655
2/26/2024,Kahror Pakka,4650,4700,4675
2/26/2024,Khanpur,4490,4730,4610
2/26/2024,khanewal,4820,5020,4920
2/26/2024,Layyah,4870,4870,4870
2/26/2024,Lahore,4830,5030,4930
2/26/2024,Lodhran,4440,5060,4750
2/26/2024,Multan,4510,5020,4765
2/26/2024,Mianwali,4490,5020,4755
2/26/2024,Mian Channu,4650,4900,4775
2/26/2024,Minchanabad,4680,4700,4690
2/26/2024,Muzaffargarh,4560,4590,4575
2/26/2024,Okara,4440,4510,4475
2/26/2024,Pakpattan Sharif,4830,5070,4950
2/26/2024,Rahim Yar Khan,5010,5100,5055
2/26/2024,Rajanpur,4800,4940,4870
2/26/2024,Rawalpindi,4610,5020,4815
2/26/2024,Sadiqabad,4910,4950,4930
2/26/2024,Sargodha,4770,4880,4825
2/26/2024,Sheikhupura,4980,5050,5015
2/26/2024,Vehari,4450,4690,4570
2/26/2024,Naushahro Feroze,4550,4560,4555
2/26/2024,Shikarpur,4590,5020,4805
2/26/2024,Sukkur,4590,4770,4680
2/26/2024,Dadu,4720,4900,4810
2/26/2024,Hyderabad,4560,4590,4575
2/26/2024,Ghotki,5060,5110,5085
2/26/2024,Jhuddo,4480,4970,4725
2/26/2024,Karachi,4590,5020,4805
2/26/2024,Kunri,4430,5020,4725
2/26/2024,Larkana,4730,4930,4830
2/26/2024,Mehrabpur,4460,4690,4575
2/26/2024,Mirpur Khas,4730,5080,4905
2/26/2024,Nawab Shah,4490,4590,4540
2/26/2024,Sakrand,4880,5030,4955
2/26/2024,Sanghar,4580,5000,4790
2/26/2024,ShahdadPur,4470,5080,4775
2/26/2024,Tando Allah Yar,4460,4910,4685
2/26/2024,Tando Muhammad Khan,4420,4590,4505
2/26/2024,Sibi,4580,4950,4765
2/26/2024,Quetta,4460,4460,4460
2/26/2024,Bara,4760,5080,4920
2/26/2024,Landi Kotal,4640,4710,4675
2/27/2024,Bunner,4630,4940,4785
2/27/2024,Mardan,4700,4760,4730
2/27/2024,Peshawar,4920,5040,4980
2/27/2024,Arifwala,4650,4720,4685
2/27/2024,Chowk Azam,4410,4860,4635
2/27/2024,Pattoki,4600,4770,4685
2/27/2024,Sahiwal,4530,4760,4645
2/27/2024,Gojra,4510,4890,4700
2/27/2024,Kamalia,4820,5000,4910
2/27/2024,Kasur,4440,4460,4450
2/27/2024,Shorkot,4450,4640,4545
2/27/2024,Sialkot,4660,5000,4830
2/27/2024,Ali Pur,4570,4700,4635
2/27/2024,AhmadPur Sharqia,4650,4700,4675
2/27/2024,Bahawalnagar,4680,4820,4750
2/27/2024,Bahawalpur,4500,4920,4710
2/27/2024,Bhakkar,4570,4930,4750
2/27/2024,Burewala,4860,5100,4980
2/27/2024,Chichawatni,4480,4790,4635
2/27/2024,Chishtian,4800,5000,4900
2/27/2024,Chakwal,4530,4760,4645
2/27/2024,Chowk Munda,4650,4820,4735
2/27/2024,Dera Ghazi Khan,4740,4780,4760
2/27/2024,Dunga Bunga,4600,5090,4845
2/27/2024,Faisalabad,4700,5030,4865
2/27/2024,Faqirwali,4410,4920,4665
2/27/2024,Fazil Pur,4400,4790,4595
2/27/2024,Fortabbas,4690,4850,4770
2/27/2024,Gujranwala,5000,5100,5050
2/27/2024,Haroonabad,4760,4830,4795
2/27/2024,Hasilpur,4460,4970,4715
2/27/2024,Islamabad,4650,4720,4685
2/27/2024,Kahror Pakka,4420,4760,4590
2/27/2024,Khanpur,4440,4500,4470
2/27/2024,khanewal,4830,4920,4875
2/27/2024,Layyah,4820,4840,4830
2/27/2024,Lahore,4720,4890,4805
2/27/2024,Lodhran,4590,4670,4630
2/27/2024,Multan,4440,4720,4580
2/27/2024,Mianwali,4650,4700,4675
2/27/2024,Mian Channu,4500,5080,4790
2/27/2024,Minchanabad,4740,4840,4790
2/27/2024,Muzaffargarh,4400,5090,4745
2/27/2024,Okara,4900,4940,4920
2/27/2024,Pakpattan Sharif,4670,5040,4855
2/27/2024,Rahim Yar Khan,4640,4750,4695
2/27/2024,Rajanpur,4410,4530,4470
2/27/2024,Rawalpindi,4410,4490,4450
2/27/2024,Sadiqabad,4470,4620,4545
2/27/2024,Sargodha,4650,4900,4775
2/27/2024,Sheikhupura,4600,4700,4650
2/27/2024,Vehari,4710,4890,4800
2/27/2024,Naushahro Feroze,4410,4490,4450
2/27/2024,Shikarpur,4800,5000,4900
2/27/2024,Sukkur,4520,4690,4605
2/27/2024,Dadu,4650,4740,4695
2/27/2024,Hyderabad,4710,4760,4735
2/27/2024,Ghotki,4680,4740,4710
2/27/2024,Jhuddo,4440,5040,4740
2/27/2024,Karachi,4840,4940,4890
2/27/2024,Kunri,4500,4610,4555
2/27/2024,Larkana,4420,5080,4750
2/27/2024,Mehrabpur,4500,4770,4635
2/27/2024,Mirpur Khas,4750,4800,4775
2/27/2024,Nawab Shah,4490,4700,4595
2/27/2024,Sakrand,4770,4780,4775
2/27/2024,Sanghar,4510,4900,4705
2/27/2024,ShahdadPur,4660,4870,4765
2/27/2024,Tando Allah Yar,4660,5080,4870
2/27/2024,Tando Muhammad Khan,5070,5090,5080
2/27/2024,Sibi,4910,5100,5005
2/27/2024,Quetta,4720,4890,4805
2/27/2024,Bara,4890,5060,4975
2/27/2024,Landi Kotal,4640,4640,4640
2/28/2024,Bunner,4510,5020,4765
2/28/2024,Mardan,4590,4910,4750
2/28/2024,Peshawar,4630,4900,4765
2/28/2024,Arifwala,4800,4900,4850
2/28/2024,Chowk Azam,4675,4700,4687.5
2/28/2024,Pattoki,4760,4990,4875
2/28/2024,Sahiwal,4490,5020,4755
2/28/2024,Gojra,4700,5000,4850
2/28/2024,Kamalia,4440,4460,4450
2/28/2024,Kasur,4660,4710,4685
2/28/2024,Shorkot,4830,4850,4840
2/28/2024,Sialkot,4570,5010,4790
2/28/2024,Ali Pur,4630,4680,4655
2/28/2024,AhmadPur Sharqia,4470,4770,4620
2/28/2024,Bahawalnagar,4910,5070,4990
2/28/2024,Bahawalpur,4420,4450,4435
2/28/2024,Bhakkar,4410,4530,4470
2/28/2024,Burewala,4930,5000,4965
2/28/2024,Chichawatni,4730,4860,4795
2/28/2024,Chishtian,4650,5090,4870
2/28/2024,Chakwal,5010,5040,5025
2/28/2024,Chowk Munda,4620,4980,4800
2/28/2024,Dera Ghazi Khan,4660,4850,4755
2/28/2024,Dunga Bunga,4920,5090,5005
2/28/2024,Faisalabad,4690,4720,4705
2/28/2024,Faqirwali,5070,5100,5085
2/28/2024,Fazil Pur,4910,4970,4940
2/28/2024,Fortabbas,4620,4960,4790
2/28/2024,Gujranwala,4880,4890,4885
2/28/2024,Haroonabad,4720,4790,4755
2/28/2024,Hasilpur,4750,5050,4900
2/28/2024,Islamabad,4470,4680,4575
2/28/2024,Kahror Pakka,4910,5070,4990
2/28/2024,Khanpur,4690,4940,4815
2/28/2024,khanewal,4560,4700,4630
2/28/2024,Layyah,4600,5000,4800
2/28/2024,Lahore,4640,4900,4770
2/28/2024,Lodhran,4650,4830,4740
2/28/2024,Multan,4650,4800,4725
2/28/2024,Mianwali,4840,5010,4925
2/28/2024,Mian Channu,4580,4980,4780
2/28/2024,Minchanabad,4600,4700,4650
2/28/2024,Muzaffargarh,4620,4920,4770
2/28/2024,Okara,4470,4520,4495
2/28/2024,Pakpattan Sharif,4620,4640,4630
2/28/2024,Rahim Yar Khan,4660,4890,4775
2/28/2024,Rajanpur,4600,4710,4655
2/28/2024,Rawalpindi,4640,4750,4695
2/28/2024,Sadiqabad,4440,5100,4770
2/28/2024,Sargodha,4580,4800,4690
2/28/2024,Sheikhupura,4450,4540,4495
2/28/2024,Vehari,4670,4700,4685
2/28/2024,Naushahro Feroze,4550,4680,4615
2/28/2024,Shikarpur,4420,4620,4520
2/28/2024,Sukkur,4470,4630,4550
2/28/2024,Dadu,4730,4740,4735
2/28/2024,Hyderabad,4600,4700,4650
2/28/2024,Ghotki,4700,4750,4725
2/28/2024,Jhuddo,4600,4700,4650
2/28/2024,Karachi,4450,4480,4465
2/28/2024,Kunri,4600,4910,4755
2/28/2024,Larkana,4580,4800,4690
2/28/2024,Mehrabpur,4400,4440,4420
2/28/2024,Mirpur Khas,4490,4740,4615
2/28/2024,Nawab Shah,4610,4770,4690
2/28/2024,Sakrand,4590,5050,4820
2/28/2024,Sanghar,4870,4940,4905
2/28/2024,ShahdadPur,5000,5010,5005
2/28/2024,Tando Allah Yar,4490,4960,4725
2/28/2024,Tando Muhammad Khan,4720,4730,4725
2/28/2024,Sibi,4550,4570,4560
2/28/2024,Quetta,4550,4780,4665
2/28/2024,Bara,4490,4890,4690
2/28/2024,Landi Kotal,4700,4770,4735
2/29/2024,Bunner,4500,4640,4570
2/29/2024,Mardan,4690,5020,4855
2/29/2024,Peshawar,4950,5040,4995
2/29/2024,Arifwala,4440,4890,4665
2/29/2024,Chowk Azam,4400,4670,4535
2/29/2024,Pattoki,4700,4960,4830
2/29/2024,Sahiwal,4700,5000,4850
2/29/2024,Gojra,4460,4880,4670
2/29/2024,Kamalia,4650,4870,4760
2/29/2024,Kasur,4660,4800,4730
2/29/2024,Shorkot,4550,4780,4665
2/29/2024,Sialkot,4570,4770,4670
2/29/2024,Ali Pur,4900,5010,4955
2/29/2024,AhmadPur Sharqia,4510,4540,4525
2/29/2024,Bahawalnagar,4570,4760,4665
2/29/2024,Bahawalpur,4800,5090,4945
2/29/2024,Bhakkar,4570,4650,4610
2/29/2024,Burewala,4660,4670,4665
2/29/2024,Chichawatni,4470,5080,4775
2/29/2024,Chishtian,4560,5000,4780
2/29/2024,Chakwal,4790,4920,4855
2/29/2024,Chowk Munda,4670,4940,4805
2/29/2024,Dera Ghazi Khan,4680,4900,4790
2/29/2024,Dunga Bunga,4690,5040,4865
2/29/2024,Faisalabad,4860,4980,4920
2/29/2024,Faqirwali,4760,4980,4870
2/29/2024,Fazil Pur,4550,5090,4820
2/29/2024,Fortabbas,4550,4640,4595
2/29/2024,Gujranwala,4710,5050,4880
2/29/2024,Haroonabad,4530,4860,4695
2/29/2024,Hasilpur,4650,4690,4670
2/29/2024,Islamabad,4440,4560,4500
2/29/2024,Kahror Pakka,4570,4840,4705
2/29/2024,Khanpur,4710,4980,4845
2/29/2024,khanewal,4500,5080,4790
2/29/2024,Layyah,4780,5000,4890
2/29/2024,Lahore,4530,4750,4640
2/29/2024,Lodhran,4650,4750,4700
2/29/2024,Multan,4610,5030,4820
2/29/2024,Mianwali,4690,4910,4800
2/29/2024,Mian Channu,5000,5000,5000
2/29/2024,Minchanabad,4650,4940,4795
2/29/2024,Muzaffargarh,4760,5020,4890
2/29/2024,Okara,4500,4670,4585
2/29/2024,Pakpattan Sharif,4410,4470,4440
2/29/2024,Rahim Yar Khan,4550,5000,4775
2/29/2024,Rajanpur,4570,4610,4590
2/29/2024,Rawalpindi,4780,5010,4895
2/29/2024,Sadiqabad,4600,4930,4765
2/29/2024,Sargodha,4580,4700,4640
2/29/2024,Sheikhupura,4550,4770,4660
2/29/2024,Vehari,4720,4900,4810
2/29/2024,Naushahro Feroze,4600,5000,4800
2/29/2024,Shikarpur,4700,4700,4700
2/29/2024,Sukkur,4450,4700,4575
2/29/2024,Dadu,4620,4680,4650
2/29/2024,Hyderabad,4600,4890,4745
2/29/2024,Ghotki,4420,4790,4605
2/29/2024,Jhuddo,4530,4880,4705
2/29/2024,Karachi,4720,4780,4750
2/29/2024,Kunri,4690,4730,4710
2/29/2024,Larkana,4490,4620,4555
2/29/2024,Mehrabpur,4750,4870,4810
2/29/2024,Mirpur Khas,4510,4560,4535
2/29/2024,Nawab Shah,4470,4790,4630
2/29/2024,Sakrand,4600,4850,4725
2/29/2024,Sanghar,4470,4620,4545
2/29/2024,ShahdadPur,4570,4630,4600
2/29/2024,Tando Allah Yar,4600,4880,4740
2/29/2024,Tando Muhammad Khan,4670,4900,4785
2/29/2024,Sibi,4860,4940,4900
2/29/2024,Quetta,4650,4700,4675
2/29/2024,Bara,4540,4600,4570
2/29/2024,Landi Kotal,4580,5090,4835
3/1/2024,Bunner,4750,4760,4755
3/1/2024,Mardan,4420,4850,4635
3/1/2024,Peshawar,4440,4570,4505
3/1/2024,Arifwala,4640,5060,4850
3/1/2024,Chowk Azam,4420,5000,4710
3/1/2024,Pattoki,4420,4970,4695
3/1/2024,Sahiwal,4500,5010,4755
3/1/2024,Gojra,4420,4900,4660
3/1/2024,Kamalia,4760,4820,4790
3/1/2024,Kasur,4930,5060,4995
3/1/2024,Shorkot,4900,4930,4915
3/1/2024,Sialkot,4670,4790,4730
3/1/2024,Ali Pur,4870,5000,4935
3/1/2024,AhmadPur Sharqia,4720,4890,4805
3/1/2024,Bahawalnagar,4700,4970,4835
3/1/2024,Bahawalpur,4460,4460,4460
3/1/2024,Bhakkar,4410,5070,4740
3/1/2024,Burewala,4530,4630,4580
3/1/2024,Chichawatni,4770,5010,4890
3/1/2024,Chishtian,4960,5020,4990
3/1/2024,Chakwal,4620,4700,4660
3/1/2024,Chowk Munda,4590,4810,4700
3/1/2024,Dera Ghazi Khan,4600,5100,4850
3/1/2024,Dunga Bunga,4520,4520,4520
3/1/2024,Faisalabad,4600,4790,4695
3/1/2024,Faqirwali,4610,5070,4840
3/1/2024,Fazil Pur,4680,5040,4860
3/1/2024,Fortabbas,4480,4490,4485
3/1/2024,Gujranwala,4620,4720,4670
3/1/2024,Haroonabad,4700,4960,4830
3/1/2024,Hasilpur,4580,5030,4805
3/1/2024,Islamabad,4560,4670,4615
3/1/2024,Kahror Pakka,4500,4690,4595
3/1/2024,Khanpur,4650,4700,4675
3/1/2024,khanewal,4800,4940,4870
3/1/2024,Layyah,4570,5020,4795
3/1/2024,Lahore,4930,5040,4985
3/1/2024,Lodhran,4860,5070,4965
3/1/2024,Multan,4700,5060,4880
3/1/2024,Mianwali,4530,5040,4785
3/1/2024,Mian Channu,4920,5080,5000
3/1/2024,Minchanabad,5010,5020,5015
3/1/2024,Muzaffargarh,4410,5060,4735
3/1/2024,Okara,4700,4700,4700
3/1/2024,Pakpattan Sharif,4510,4790,4650
3/1/2024,Rahim Yar Khan,4610,4860,4735
3/1/2024,Rajanpur,4740,5080,4910
3/1/2024,Rawalpindi,4540,4550,4545
3/1/2024,Sadiqabad,4650,4840,4745
3/1/2024,Sargodha,4540,4690,4615
3/1/2024,Sheikhupura,4780,4820,4800
3/1/2024,Vehari,4720,4970,4845
3/1/2024,Naushahro Feroze,4440,4710,4575
3/1/2024,Shikarpur,4840,5110,4975
3/1/2024,Sukkur,4600,4700,4650
3/1/2024,Dadu,4630,4660,4645
3/1/2024,Hyderabad,4510,4830,4670
3/1/2024,Ghotki,4675,4690,4682.5
3/1/2024,Jhuddo,4800,5040,4920
3/1/2024,Karachi,4660,4690,4675
3/1/2024,Kunri,4520,4790,4655
3/1/2024,Larkana,4610,4890,4750
3/1/2024,Mehrabpur,4710,4950,4830
3/1/2024,Mirpur Khas,4600,4700,4650
3/1/2024,Nawab Shah,4470,4710,4590
3/1/2024,Sakrand,4740,4740,4740
3/1/2024,Sanghar,4500,4660,4580
3/1/2024,ShahdadPur,4440,4570,4505
3/1/2024,Tando Allah Yar,4550,4880,4715
3/1/2024,Tando Muhammad Khan,4550,4900,4725
3/1/2024,Sibi,4670,4850,4760
3/1/2024,Quetta,4470,4960,4715
3/1/2024,Bara,4920,5070,4995
3/1/2024,Landi Kotal,4420,4990,4705
3/2/2024,Bunner,4480,4720,4600
3/2/2024,Mardan,4420,4710,4565
3/2/2024,Peshawar,4460,4670,4565
3/2/2024,Arifwala,4730,4800,4765
3/2/2024,Chowk Azam,4550,4910,4730
3/2/2024,Pattoki,4830,5000,4915
3/2/2024,Sahiwal,4720,5070,4895
3/2/2024,Gojra,4530,4550,4540
3/2/2024,Kamalia,4490,4750,4620
3/2/2024,Kasur,4660,4800,4730
3/2/2024,Shorkot,4600,4870,4735
3/2/2024,Sialkot,4580,4660,4620
3/2/2024,Ali Pur,4460,4980,4720
3/2/2024,AhmadPur Sharqia,4860,4950,4905
3/2/2024,Bahawalnagar,4650,4700,4675
3/2/2024,Bahawalpur,4920,5040,4980
3/2/2024,Bhakkar,4640,4880,4760
3/2/2024,Burewala,4580,4680,4630
3/2/2024,Chichawatni,4600,4860,4730
3/2/2024,Chishtian,4500,4540,4520
3/2/2024,Chakwal,4640,5010,4825
3/2/2024,Chowk Munda,4670,4870,4770
3/2/2024,Dera Ghazi Khan,4600,4920,4760
3/2/2024,Dunga Bunga,4430,4990,4710
3/2/2024,Faisalabad,4860,4910,4885
3/2/2024,Faqirwali,4420,4990,4705
3/2/2024,Fazil Pur,4680,4680,4680
3/2/2024,Fortabbas,4640,4750,4695
3/2/2024,Gujranwala,4460,4850,4655
3/2/2024,Haroonabad,4530,5030,4780
3/2/2024,Hasilpur,4860,5050,4955
3/2/2024,Islamabad,4580,4850,4715
3/2/2024,Kahror Pakka,4440,5030,4735
3/2/2024,Khanpur,4980,5000,4990
3/2/2024,khanewal,4680,4700,4690
3/2/2024,Layyah,4440,4570,4505
3/2/2024,Lahore,4840,5000,4920
3/2/2024,Lodhran,4610,5070,4840
3/2/2024,Multan,4510,4620,4565
3/2/2024,Mianwali,4450,5050,4750
3/2/2024,Mian Channu,4460,5070,4765
3/2/2024,Minchanabad,4650,4820,4735
